animal,simulation,beta,trialn,phase,phase_coded,paired_unpaired,acquisition_duration,devaluation_context,press_lever,consume_pellet,post_final_c1,post_final_c2,post_final_c3,post_final_c4,post_final_c5,post_final_c6,post_final_c7,post_final_c8,post_final_c9,post_final_c10
1,1,5.224055944,1,acquisition,1,unpaired,normal,homecage,0,NaN,1,0,0,0,0,0,0,0,0,0
1,1,5.224055944,2,acquisition,1,unpaired,normal,homecage,0,NaN,0.999999994,6.06E-09,0,0,0,0,0,0,0,0
1,1,5.224055944,3,acquisition,1,unpaired,normal,homecage,1,1,0.999999998,1.95E-09,0,0,0,0,0,0,0,0
1,1,5.224055944,4,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.31E-10,0,0,0,0,0,0,0,0
1,1,5.224055944,5,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.46E-10,0,0,0,0,0,0,0,0
1,1,5.224055944,6,acquisition,1,unpaired,normal,homecage,0,NaN,1,8.03E-11,0,0,0,0,0,0,0,0
1,1,5.224055944,7,acquisition,1,unpaired,normal,homecage,1,1,1,5.64E-11,0,0,0,0,0,0,0,0
1,1,5.224055944,8,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.74E-11,0,0,0,0,0,0,0,0
1,1,5.224055944,9,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.72E-11,0,0,0,0,0,0,0,0
1,1,5.224055944,10,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.08E-11,0,0,0,0,0,0,0,0
1,1,5.224055944,11,acquisition,1,unpaired,normal,homecage,1,1,1,1.26E-11,0,0,0,0,0,0,0,0
1,1,5.224055944,12,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.41E-11,0,0,0,0,0,0,0,0
1,1,5.224055944,13,acquisition,1,unpaired,normal,homecage,1,1,1,6.59E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,14,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.03E-11,0,0,0,0,0,0,0,0
1,1,5.224055944,15,acquisition,1,unpaired,normal,homecage,0,NaN,1,8.86E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,16,acquisition,1,unpaired,normal,homecage,0,NaN,1,7.74E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,17,acquisition,1,unpaired,normal,homecage,0,NaN,1,6.85E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,18,acquisition,1,unpaired,normal,homecage,0,NaN,1,6.12E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,19,acquisition,1,unpaired,normal,homecage,1,1,1,2.76E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,20,acquisition,1,unpaired,normal,homecage,0,NaN,1,5.10E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,21,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.66E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,22,acquisition,1,unpaired,normal,homecage,1,1,1,1.86E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,23,acquisition,1,unpaired,normal,homecage,1,1,1,1.52E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,24,acquisition,1,unpaired,normal,homecage,1,1,1,1.28E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,25,acquisition,1,unpaired,normal,homecage,1,1,1,1.11E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,26,acquisition,1,unpaired,normal,homecage,1,1,1,9.74E-13,0,0,0,0,0,0,0,0
1,1,5.224055944,27,acquisition,1,unpaired,normal,homecage,1,1,1,8.68E-13,0,0,0,0,0,0,0,0
1,1,5.224055944,28,acquisition,1,unpaired,normal,homecage,1,1,1,7.82E-13,0,0,0,0,0,0,0,0
1,1,5.224055944,29,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.88E-12,0,0,0,0,0,0,0,0
1,1,5.224055944,30,acquisition,1,unpaired,normal,homecage,1,1,1,6.79E-13,0,0,0,0,0,0,0,0
1,1,5.224055944,31,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.929457063,0.070542937,0,0,0,0,0,0,0,0
1,1,5.224055944,32,devaluation_pellet,2,unpaired,normal,homecage,NaN,0,0.930415509,0.06958449,6.92E-10,0,0,0,0,0,0,0
1,1,5.224055944,33,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.50E-08,0.999999984,1.14E-09,0,0,0,0,0,0,0
1,1,5.224055944,34,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,4.36E-09,0.999999995,3.31E-10,0,0,0,0,0,0,0
1,1,5.224055944,35,devaluation_pellet,2,unpaired,normal,homecage,NaN,0,6.76E-10,0.999999999,2.27E-10,0,0,0,0,0,0,0
1,1,5.224055944,36,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.19E-09,0.999999999,9.03E-11,0,0,0,0,0,0,0
1,1,5.224055944,37,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,7.28E-10,0.999999999,5.53E-11,0,0,0,0,0,0,0
1,1,5.224055944,38,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,4.93E-10,0.999999999,3.74E-11,0,0,0,0,0,0,0
1,1,5.224055944,39,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,3.59E-10,1,2.72E-11,0,0,0,0,0,0,0
1,1,5.224055944,40,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.74E-10,1,2.08E-11,0,0,0,0,0,0,0
1,1,5.224055944,41,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.18E-10,1,1.66E-11,0,0,0,0,0,0,0
1,1,5.224055944,42,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.79E-10,1,1.36E-11,0,0,0,0,0,0,0
1,1,5.224055944,43,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.50E-10,1,1.14E-11,0,0,0,0,0,0,0
1,1,5.224055944,44,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.28E-10,1,9.71E-12,0,0,0,0,0,0,0
1,1,5.224055944,45,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.11E-10,1,8.43E-12,0,0,0,0,0,0,0
1,1,5.224055944,46,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.56E-09,0.999999998,5.25E-10,0,0,0,0,0,0,0
1,1,5.224055944,47,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.39E-10,0.999999999,1.47E-10,0,0,0,0,0,0,0
1,1,5.224055944,48,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.15E-10,1,7.22E-11,0,0,0,0,0,0,0
1,1,5.224055944,49,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.32E-10,1,4.43E-11,0,0,0,0,0,0,0
1,1,5.224055944,50,devaluation_injection,3,unpaired,normal,homecage,NaN,1,9.12E-11,1,3.06E-11,0,0,0,0,0,0,0
1,1,5.224055944,51,devaluation_injection,3,unpaired,normal,homecage,NaN,1,6.79E-11,1,2.28E-11,0,0,0,0,0,0,0
1,1,5.224055944,52,devaluation_injection,3,unpaired,normal,homecage,NaN,1,5.32E-11,1,1.78E-11,0,0,0,0,0,0,0
1,1,5.224055944,53,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.32E-11,1,1.45E-11,0,0,0,0,0,0,0
1,1,5.224055944,54,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.60E-11,1,1.21E-11,0,0,0,0,0,0,0
1,1,5.224055944,55,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.07E-11,1,1.03E-11,0,0,0,0,0,0,0
1,1,5.224055944,56,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.66E-11,1,8.93E-12,0,0,0,0,0,0,0
1,1,5.224055944,57,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.34E-11,1,7.84E-12,0,0,0,0,0,0,0
1,1,5.224055944,58,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.08E-11,1,6.97E-12,0,0,0,0,0,0,0
1,1,5.224055944,59,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.87E-11,1,6.26E-12,0,0,0,0,0,0,0
1,1,5.224055944,60,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.69E-11,1,5.67E-12,0,0,0,0,0,0,0
1,1,5.224055944,61,lever_test,4,unpaired,normal,homecage,1,NaN,1,1.15E-10,3.86E-11,0,0,0,0,0,0,0
1,1,5.224055944,62,consumption_test,5,unpaired,normal,homecage,NaN,1,0.054342086,0.945657763,1.51E-07,0,0,0,0,0,0,0
2,1,5.827060017,1,acquisition,1,unpaired,normal,homecage,1,0,1,0,0,0,0,0,0,0,0,0
2,1,5.827060017,2,acquisition,1,unpaired,normal,homecage,1,0,0.999999996,3.53E-09,0,0,0,0,0,0,0,0
2,1,5.827060017,3,acquisition,1,unpaired,normal,homecage,0,NaN,0.999999998,1.95E-09,0,0,0,0,0,0,0,0
2,1,5.827060017,4,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.35E-10,0,0,0,0,0,0,0,0
2,1,5.827060017,5,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.73E-10,0,0,0,0,0,0,0,0
2,1,5.827060017,6,acquisition,1,unpaired,normal,homecage,1,1,1,1.07E-10,0,0,0,0,0,0,0,0
2,1,5.827060017,7,acquisition,1,unpaired,normal,homecage,0,NaN,1,6.22E-11,0,0,0,0,0,0,0,0
2,1,5.827060017,8,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.09E-11,0,0,0,0,0,0,0,0
2,1,5.827060017,9,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.91E-11,0,0,0,0,0,0,0,0
2,1,5.827060017,10,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.20E-11,0,0,0,0,0,0,0,0
2,1,5.827060017,11,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.73E-11,0,0,0,0,0,0,0,0
2,1,5.827060017,12,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.41E-11,0,0,0,0,0,0,0,0
2,1,5.827060017,13,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.17E-11,0,0,0,0,0,0,0,0
2,1,5.827060017,14,acquisition,1,unpaired,normal,homecage,0,NaN,1,9.97E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,15,acquisition,1,unpaired,normal,homecage,0,NaN,1,8.63E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,16,acquisition,1,unpaired,normal,homecage,0,NaN,1,7.57E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,17,acquisition,1,unpaired,normal,homecage,0,NaN,1,6.71E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,18,acquisition,1,unpaired,normal,homecage,0,NaN,1,6.02E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,19,acquisition,1,unpaired,normal,homecage,1,1,1,5.44E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,20,acquisition,1,unpaired,normal,homecage,0,NaN,1,5.02E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,21,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.60E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,22,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.23E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,23,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.92E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,24,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.64E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,25,acquisition,1,unpaired,normal,homecage,1,1,1,2.44E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,26,acquisition,1,unpaired,normal,homecage,1,0,1,2.12E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,27,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.05E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,28,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.87E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,29,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.71E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,30,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.57E-12,0,0,0,0,0,0,0,0
2,1,5.827060017,31,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.888234264,0.111765736,0,0,0,0,0,0,0,0
2,1,5.827060017,32,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.889403602,0.110596398,6.64E-10,0,0,0,0,0,0,0
2,1,5.827060017,33,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,6.89E-09,0.999999992,8.67E-10,0,0,0,0,0,0,0
2,1,5.827060017,34,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.22E-09,0.999999998,2.79E-10,0,0,0,0,0,0,0
2,1,5.827060017,35,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.03E-09,0.999999999,1.30E-10,0,0,0,0,0,0,0
2,1,5.827060017,36,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,5.85E-10,0.999999999,7.36E-11,0,0,0,0,0,0,0
2,1,5.827060017,37,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,3.76E-10,1,4.74E-11,0,0,0,0,0,0,0
2,1,5.827060017,38,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.64E-10,1,3.32E-11,0,0,0,0,0,0,0
2,1,5.827060017,39,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.96E-10,1,2.47E-11,0,0,0,0,0,0,0
2,1,5.827060017,40,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.53E-10,1,1.92E-11,0,0,0,0,0,0,0
2,1,5.827060017,41,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.23E-10,1,1.55E-11,0,0,0,0,0,0,0
2,1,5.827060017,42,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.02E-10,1,1.28E-11,0,0,0,0,0,0,0
2,1,5.827060017,43,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,8.60E-11,1,1.08E-11,0,0,0,0,0,0,0
2,1,5.827060017,44,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,7.39E-11,1,9.30E-12,0,0,0,0,0,0,0
2,1,5.827060017,45,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,6.45E-11,1,8.12E-12,0,0,0,0,0,0,0
2,1,5.827060017,46,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.56E-09,0.999999998,5.25E-10,0,0,0,0,0,0,0
2,1,5.827060017,47,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.39E-10,0.999999999,1.47E-10,0,0,0,0,0,0,0
2,1,5.827060017,48,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.15E-10,1,7.22E-11,0,0,0,0,0,0,0
2,1,5.827060017,49,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.32E-10,1,4.43E-11,0,0,0,0,0,0,0
2,1,5.827060017,50,devaluation_injection,3,unpaired,normal,homecage,NaN,1,9.12E-11,1,3.06E-11,0,0,0,0,0,0,0
2,1,5.827060017,51,devaluation_injection,3,unpaired,normal,homecage,NaN,1,6.79E-11,1,2.28E-11,0,0,0,0,0,0,0
2,1,5.827060017,52,devaluation_injection,3,unpaired,normal,homecage,NaN,1,5.32E-11,1,1.78E-11,0,0,0,0,0,0,0
2,1,5.827060017,53,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.32E-11,1,1.45E-11,0,0,0,0,0,0,0
2,1,5.827060017,54,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.60E-11,1,1.21E-11,0,0,0,0,0,0,0
2,1,5.827060017,55,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.07E-11,1,1.03E-11,0,0,0,0,0,0,0
2,1,5.827060017,56,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.66E-11,1,8.93E-12,0,0,0,0,0,0,0
2,1,5.827060017,57,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.34E-11,1,7.84E-12,0,0,0,0,0,0,0
2,1,5.827060017,58,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.08E-11,1,6.97E-12,0,0,0,0,0,0,0
2,1,5.827060017,59,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.87E-11,1,6.26E-12,0,0,0,0,0,0,0
2,1,5.827060017,60,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.69E-11,1,5.67E-12,0,0,0,0,0,0,0
2,1,5.827060017,61,lever_test,4,unpaired,normal,homecage,0,NaN,1,7.27E-12,2.44E-12,0,0,0,0,0,0,0
2,1,5.827060017,62,consumption_test,5,unpaired,normal,homecage,NaN,1,0.032433937,0.967565914,1.49E-07,0,0,0,0,0,0,0
3,1,5.628497089,1,acquisition,1,unpaired,normal,homecage,1,0,1,0,0,0,0,0,0,0,0,0
3,1,5.628497089,2,acquisition,1,unpaired,normal,homecage,0,NaN,0.99999999,1.04E-08,0,0,0,0,0,0,0,0
3,1,5.628497089,3,acquisition,1,unpaired,normal,homecage,0,NaN,0.999999999,1.14E-09,0,0,0,0,0,0,0,0
3,1,5.628497089,4,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.31E-10,0,0,0,0,0,0,0,0
3,1,5.628497089,5,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.46E-10,0,0,0,0,0,0,0,0
3,1,5.628497089,6,acquisition,1,unpaired,normal,homecage,1,1,1,1.40E-10,0,0,0,0,0,0,0,0
3,1,5.628497089,7,acquisition,1,unpaired,normal,homecage,0,NaN,1,5.53E-11,0,0,0,0,0,0,0,0
3,1,5.628497089,8,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.74E-11,0,0,0,0,0,0,0,0
3,1,5.628497089,9,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.72E-11,0,0,0,0,0,0,0,0
3,1,5.628497089,10,acquisition,1,unpaired,normal,homecage,1,1,1,1.99E-11,0,0,0,0,0,0,0,0
3,1,5.628497089,11,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.73E-11,0,0,0,0,0,0,0,0
3,1,5.628497089,12,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.41E-11,0,0,0,0,0,0,0,0
3,1,5.628497089,13,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.17E-11,0,0,0,0,0,0,0,0
3,1,5.628497089,14,acquisition,1,unpaired,normal,homecage,1,1,1,6.85E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,15,acquisition,1,unpaired,normal,homecage,0,NaN,1,8.86E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,16,acquisition,1,unpaired,normal,homecage,0,NaN,1,7.74E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,17,acquisition,1,unpaired,normal,homecage,1,1,1,3.71E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,18,acquisition,1,unpaired,normal,homecage,1,1,1,2.76E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,19,acquisition,1,unpaired,normal,homecage,1,1,1,2.17E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,20,acquisition,1,unpaired,normal,homecage,1,1,1,1.78E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,21,acquisition,1,unpaired,normal,homecage,1,1,1,1.50E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,22,acquisition,1,unpaired,normal,homecage,1,1,1,1.29E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,23,acquisition,1,unpaired,normal,homecage,1,1,1,1.13E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,24,acquisition,1,unpaired,normal,homecage,1,1,1,1.00E-12,0,0,0,0,0,0,0,0
3,1,5.628497089,25,acquisition,1,unpaired,normal,homecage,1,1,1,8.98E-13,0,0,0,0,0,0,0,0
3,1,5.628497089,26,acquisition,1,unpaired,normal,homecage,1,1,1,8.13E-13,0,0,0,0,0,0,0,0
3,1,5.628497089,27,acquisition,1,unpaired,normal,homecage,1,1,1,7.42E-13,0,0,0,0,0,0,0,0
3,1,5.628497089,28,acquisition,1,unpaired,normal,homecage,1,1,1,6.82E-13,0,0,0,0,0,0,0,0
3,1,5.628497089,29,acquisition,1,unpaired,normal,homecage,1,1,1,6.31E-13,0,0,0,0,0,0,0,0
3,1,5.628497089,30,acquisition,1,unpaired,normal,homecage,1,1,1,5.86E-13,0,0,0,0,0,0,0,0
3,1,5.628497089,31,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.933307252,0.066692748,0,0,0,0,0,0,0,0
3,1,5.628497089,32,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.926055272,0.073944727,4.44E-10,0,0,0,0,0,0,0
3,1,5.628497089,33,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.00033333,0.999666669,8.67E-10,0,0,0,0,0,0,0
3,1,5.628497089,34,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,3.91E-09,0.999999996,2.79E-10,0,0,0,0,0,0,0
3,1,5.628497089,35,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.81E-09,0.999999998,1.30E-10,0,0,0,0,0,0,0
3,1,5.628497089,36,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.03E-09,0.999999999,7.36E-11,0,0,0,0,0,0,0
3,1,5.628497089,37,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,6.63E-10,0.999999999,4.74E-11,0,0,0,0,0,0,0
3,1,5.628497089,38,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,4.65E-10,1,3.32E-11,0,0,0,0,0,0,0
3,1,5.628497089,39,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,3.46E-10,1,2.47E-11,0,0,0,0,0,0,0
3,1,5.628497089,40,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.69E-10,1,1.92E-11,0,0,0,0,0,0,0
3,1,5.628497089,41,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.17E-10,1,1.55E-11,0,0,0,0,0,0,0
3,1,5.628497089,42,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.79E-10,1,1.28E-11,0,0,0,0,0,0,0
3,1,5.628497089,43,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.51E-10,1,1.08E-11,0,0,0,0,0,0,0
3,1,5.628497089,44,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.30E-10,1,9.30E-12,0,0,0,0,0,0,0
3,1,5.628497089,45,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.14E-10,1,8.12E-12,0,0,0,0,0,0,0
3,1,5.628497089,46,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.56E-09,0.999999998,5.25E-10,0,0,0,0,0,0,0
3,1,5.628497089,47,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.39E-10,0.999999999,1.47E-10,0,0,0,0,0,0,0
3,1,5.628497089,48,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.15E-10,1,7.22E-11,0,0,0,0,0,0,0
3,1,5.628497089,49,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.32E-10,1,4.43E-11,0,0,0,0,0,0,0
3,1,5.628497089,50,devaluation_injection,3,unpaired,normal,homecage,NaN,1,9.12E-11,1,3.06E-11,0,0,0,0,0,0,0
3,1,5.628497089,51,devaluation_injection,3,unpaired,normal,homecage,NaN,1,6.79E-11,1,2.28E-11,0,0,0,0,0,0,0
3,1,5.628497089,52,devaluation_injection,3,unpaired,normal,homecage,NaN,1,5.32E-11,1,1.78E-11,0,0,0,0,0,0,0
3,1,5.628497089,53,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.32E-11,1,1.45E-11,0,0,0,0,0,0,0
3,1,5.628497089,54,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.60E-11,1,1.21E-11,0,0,0,0,0,0,0
3,1,5.628497089,55,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.07E-11,1,1.03E-11,0,0,0,0,0,0,0
3,1,5.628497089,56,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.66E-11,1,8.93E-12,0,0,0,0,0,0,0
3,1,5.628497089,57,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.34E-11,1,7.84E-12,0,0,0,0,0,0,0
3,1,5.628497089,58,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.08E-11,1,6.97E-12,0,0,0,0,0,0,0
3,1,5.628497089,59,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.87E-11,1,6.26E-12,0,0,0,0,0,0,0
3,1,5.628497089,60,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.69E-11,1,5.67E-12,0,0,0,0,0,0,0
3,1,5.628497089,61,lever_test,4,unpaired,normal,homecage,1,NaN,1,1.45E-10,4.88E-11,0,0,0,0,0,0,0
3,1,5.628497089,62,consumption_test,5,unpaired,normal,homecage,NaN,1,0.055736469,0.944263386,1.45E-07,0,0,0,0,0,0,0
4,1,7.634137841,1,acquisition,1,unpaired,normal,homecage,0,NaN,1,0,0,0,0,0,0,0,0,0
4,1,7.634137841,2,acquisition,1,unpaired,normal,homecage,1,0,0.99999999,1.04E-08,0,0,0,0,0,0,0,0
4,1,7.634137841,3,acquisition,1,unpaired,normal,homecage,0,NaN,0.999999999,1.14E-09,0,0,0,0,0,0,0,0
4,1,7.634137841,4,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.31E-10,0,0,0,0,0,0,0,0
4,1,7.634137841,5,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.46E-10,0,0,0,0,0,0,0,0
4,1,7.634137841,6,acquisition,1,unpaired,normal,homecage,1,0,1,8.19E-11,0,0,0,0,0,0,0,0
4,1,7.634137841,7,acquisition,1,unpaired,normal,homecage,0,NaN,1,5.53E-11,0,0,0,0,0,0,0,0
4,1,7.634137841,8,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.74E-11,0,0,0,0,0,0,0,0
4,1,7.634137841,9,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.72E-11,0,0,0,0,0,0,0,0
4,1,7.634137841,10,acquisition,1,unpaired,normal,homecage,1,0,1,1.52E-11,0,0,0,0,0,0,0,0
4,1,7.634137841,11,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.73E-11,0,0,0,0,0,0,0,0
4,1,7.634137841,12,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.41E-11,0,0,0,0,0,0,0,0
4,1,7.634137841,13,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.17E-11,0,0,0,0,0,0,0,0
4,1,7.634137841,14,acquisition,1,unpaired,normal,homecage,1,0,1,5.78E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,15,acquisition,1,unpaired,normal,homecage,0,NaN,1,8.86E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,16,acquisition,1,unpaired,normal,homecage,0,NaN,1,7.74E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,17,acquisition,1,unpaired,normal,homecage,1,1,1,9.89E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,18,acquisition,1,unpaired,normal,homecage,0,NaN,1,6.25E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,19,acquisition,1,unpaired,normal,homecage,1,0,1,2.53E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,20,acquisition,1,unpaired,normal,homecage,0,NaN,1,5.19E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,21,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.74E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,22,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.35E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,23,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.01E-12,0,0,0,0,0,0,0,0
4,1,7.634137841,24,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.72E-12,0,0,0,0,0,0,0,0
