animal,simulation,beta,trialn,phase,phase_coded,paired_unpaired,acquisition_duration,devaluation_context,press_lever,consume_pellet,post_final_c1,post_final_c2,post_final_c3,post_final_c4,post_final_c5,post_final_c6,post_final_c7,post_final_c8,post_final_c9,post_final_c10
4,9,6.007760744,8,acquisition,1,unpaired,normal,homecage,1,1,1,1.40E-11,0,0,0,0,0,0,0,0
4,9,6.007760744,9,acquisition,1,unpaired,normal,homecage,1,1,1,9.07E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,10,acquisition,1,unpaired,normal,homecage,1,1,1,6.36E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,11,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.84E-11,0,0,0,0,0,0,0,0
4,9,6.007760744,12,acquisition,1,unpaired,normal,homecage,1,1,1,4.02E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,13,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.76E-11,0,0,0,0,0,0,0,0
4,9,6.007760744,14,acquisition,1,unpaired,normal,homecage,1,1,1,2.78E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,15,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.22E-11,0,0,0,0,0,0,0,0
4,9,6.007760744,16,acquisition,1,unpaired,normal,homecage,1,1,1,2.06E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,17,acquisition,1,unpaired,normal,homecage,1,1,1,1.75E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,18,acquisition,1,unpaired,normal,homecage,1,1,1,1.51E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,19,acquisition,1,unpaired,normal,homecage,1,1,1,1.33E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,20,acquisition,1,unpaired,normal,homecage,1,1,1,1.18E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,21,acquisition,1,unpaired,normal,homecage,1,1,1,1.05E-12,0,0,0,0,0,0,0,0
4,9,6.007760744,22,acquisition,1,unpaired,normal,homecage,1,1,1,9.52E-13,0,0,0,0,0,0,0,0
4,9,6.007760744,23,acquisition,1,unpaired,normal,homecage,1,1,1,8.67E-13,0,0,0,0,0,0,0,0
4,9,6.007760744,24,acquisition,1,unpaired,normal,homecage,1,1,1,7.94E-13,0,0,0,0,0,0,0,0
4,9,6.007760744,25,acquisition,1,unpaired,normal,homecage,1,1,1,7.31E-13,0,0,0,0,0,0,0,0
4,9,6.007760744,26,acquisition,1,unpaired,normal,homecage,1,1,1,6.77E-13,0,0,0,0,0,0,0,0
4,9,6.007760744,27,acquisition,1,unpaired,normal,homecage,1,1,1,6.29E-13,0,0,0,0,0,0,0,0
4,9,6.007760744,28,acquisition,1,unpaired,normal,homecage,1,1,1,5.87E-13,0,0,0,0,0,0,0,0
4,9,6.007760744,29,acquisition,1,unpaired,normal,homecage,1,1,1,5.50E-13,0,0,0,0,0,0,0,0
4,9,6.007760744,30,acquisition,1,unpaired,normal,homecage,1,1,1,5.18E-13,0,0,0,0,0,0,0,0
4,9,6.007760744,31,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.936702429,0.063297571,0,0,0,0,0,0,0,0
4,9,6.007760744,32,devaluation_pellet,2,unpaired,normal,homecage,NaN,0,0.934364356,0.065635644,6.68E-10,0,0,0,0,0,0,0
4,9,6.007760744,33,devaluation_pellet,2,unpaired,normal,homecage,NaN,0,7.63E-09,0.999999991,1.14E-09,0,0,0,0,0,0,0
4,9,6.007760744,34,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,6.43E-09,0.999999993,4.35E-10,0,0,0,0,0,0,0
4,9,6.007760744,35,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.56E-09,0.999999997,1.73E-10,0,0,0,0,0,0,0
4,9,6.007760744,36,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.34E-09,0.999999999,9.03E-11,0,0,0,0,0,0,0
4,9,6.007760744,37,devaluation_pellet,2,unpaired,normal,homecage,NaN,0,4.94E-10,0.999999999,7.37E-11,0,0,0,0,0,0,0
4,9,6.007760744,38,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,6.05E-10,0.999999999,4.09E-11,0,0,0,0,0,0,0
4,9,6.007760744,39,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,4.31E-10,1,2.91E-11,0,0,0,0,0,0,0
4,9,6.007760744,40,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,3.25E-10,1,2.20E-11,0,0,0,0,0,0,0
4,9,6.007760744,41,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.56E-10,1,1.73E-11,0,0,0,0,0,0,0
4,9,6.007760744,42,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.08E-10,1,1.41E-11,0,0,0,0,0,0,0
4,9,6.007760744,43,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.73E-10,1,1.17E-11,0,0,0,0,0,0,0
4,9,6.007760744,44,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.48E-10,1,9.97E-12,0,0,0,0,0,0,0
4,9,6.007760744,45,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.28E-10,1,8.63E-12,0,0,0,0,0,0,0
4,9,6.007760744,46,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.56E-09,0.999999998,5.25E-10,0,0,0,0,0,0,0
4,9,6.007760744,47,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.39E-10,0.999999999,1.47E-10,0,0,0,0,0,0,0
4,9,6.007760744,48,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.15E-10,1,7.22E-11,0,0,0,0,0,0,0
4,9,6.007760744,49,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.32E-10,1,4.43E-11,0,0,0,0,0,0,0
4,9,6.007760744,50,devaluation_injection,3,unpaired,normal,homecage,NaN,1,9.12E-11,1,3.06E-11,0,0,0,0,0,0,0
4,9,6.007760744,51,devaluation_injection,3,unpaired,normal,homecage,NaN,1,6.79E-11,1,2.28E-11,0,0,0,0,0,0,0
4,9,6.007760744,52,devaluation_injection,3,unpaired,normal,homecage,NaN,1,5.32E-11,1,1.78E-11,0,0,0,0,0,0,0
4,9,6.007760744,53,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.32E-11,1,1.45E-11,0,0,0,0,0,0,0
4,9,6.007760744,54,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.60E-11,1,1.21E-11,0,0,0,0,0,0,0
4,9,6.007760744,55,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.07E-11,1,1.03E-11,0,0,0,0,0,0,0
4,9,6.007760744,56,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.66E-11,1,8.93E-12,0,0,0,0,0,0,0
4,9,6.007760744,57,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.34E-11,1,7.84E-12,0,0,0,0,0,0,0
4,9,6.007760744,58,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.08E-11,1,6.97E-12,0,0,0,0,0,0,0
4,9,6.007760744,59,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.87E-11,1,6.26E-12,0,0,0,0,0,0,0
4,9,6.007760744,60,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.69E-11,1,5.67E-12,0,0,0,0,0,0,0
4,9,6.007760744,61,lever_test,4,unpaired,normal,homecage,1,NaN,1,1.88E-10,6.30E-11,0,0,0,0,0,0,0
4,9,6.007760744,62,consumption_test,5,unpaired,normal,homecage,NaN,1,0.06178019,0.938219657,1.52E-07,0,0,0,0,0,0,0
1,10,4.751653484,1,acquisition,1,unpaired,normal,homecage,0,NaN,1,0,0,0,0,0,0,0,0,0
1,10,4.751653484,2,acquisition,1,unpaired,normal,homecage,1,0,0.99999999,1.04E-08,0,0,0,0,0,0,0,0
1,10,4.751653484,3,acquisition,1,unpaired,normal,homecage,0,NaN,0.999999999,1.14E-09,0,0,0,0,0,0,0,0
1,10,4.751653484,4,acquisition,1,unpaired,normal,homecage,1,1,1,4.35E-10,0,0,0,0,0,0,0,0
1,10,4.751653484,5,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.73E-10,0,0,0,0,0,0,0,0
1,10,4.751653484,6,acquisition,1,unpaired,normal,homecage,1,1,1,6.24E-11,0,0,0,0,0,0,0,0
1,10,4.751653484,7,acquisition,1,unpaired,normal,homecage,1,1,1,2.76E-11,0,0,0,0,0,0,0,0
1,10,4.751653484,8,acquisition,1,unpaired,normal,homecage,1,1,1,1.53E-11,0,0,0,0,0,0,0,0
1,10,4.751653484,9,acquisition,1,unpaired,normal,homecage,1,1,1,9.70E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,10,acquisition,1,unpaired,normal,homecage,1,1,1,6.71E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,11,acquisition,1,unpaired,normal,homecage,1,1,1,4.94E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,12,acquisition,1,unpaired,normal,homecage,1,1,1,3.81E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,13,acquisition,1,unpaired,normal,homecage,1,1,1,3.04E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,14,acquisition,1,unpaired,normal,homecage,1,1,1,2.49E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,15,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.37E-11,0,0,0,0,0,0,0,0
1,10,4.751653484,16,acquisition,1,unpaired,normal,homecage,1,1,1,1.88E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,17,acquisition,1,unpaired,normal,homecage,1,1,1,1.62E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,18,acquisition,1,unpaired,normal,homecage,1,1,1,1.41E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,19,acquisition,1,unpaired,normal,homecage,1,1,1,1.25E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,20,acquisition,1,unpaired,normal,homecage,1,1,1,1.12E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,21,acquisition,1,unpaired,normal,homecage,1,1,1,1.01E-12,0,0,0,0,0,0,0,0
1,10,4.751653484,22,acquisition,1,unpaired,normal,homecage,1,1,1,9.13E-13,0,0,0,0,0,0,0,0
1,10,4.751653484,23,acquisition,1,unpaired,normal,homecage,1,1,1,8.34E-13,0,0,0,0,0,0,0,0
1,10,4.751653484,24,acquisition,1,unpaired,normal,homecage,1,1,1,7.67E-13,0,0,0,0,0,0,0,0
1,10,4.751653484,25,acquisition,1,unpaired,normal,homecage,1,1,1,7.08E-13,0,0,0,0,0,0,0,0
1,10,4.751653484,26,acquisition,1,unpaired,normal,homecage,1,1,1,6.57E-13,0,0,0,0,0,0,0,0
1,10,4.751653484,27,acquisition,1,unpaired,normal,homecage,1,1,1,6.13E-13,0,0,0,0,0,0,0,0
1,10,4.751653484,28,acquisition,1,unpaired,normal,homecage,1,1,1,5.73E-13,0,0,0,0,0,0,0,0
1,10,4.751653484,29,acquisition,1,unpaired,normal,homecage,1,1,1,5.38E-13,0,0,0,0,0,0,0,0
1,10,4.751653484,30,acquisition,1,unpaired,normal,homecage,1,1,1,5.07E-13,0,0,0,0,0,0,0,0
1,10,4.751653484,31,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.937489442,0.062510558,0,0,0,0,0,0,0,0
1,10,4.751653484,32,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.947413115,0.052586885,3.15E-10,0,0,0,0,0,0,0
1,10,4.751653484,33,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.30E-08,0.999999986,8.67E-10,0,0,0,0,0,0,0
1,10,4.751653484,34,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,4.19E-09,0.999999996,2.79E-10,0,0,0,0,0,0,0
1,10,4.751653484,35,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.94E-09,0.999999998,1.30E-10,0,0,0,0,0,0,0
1,10,4.751653484,36,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.10E-09,0.999999999,7.36E-11,0,0,0,0,0,0,0
1,10,4.751653484,37,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,7.10E-10,0.999999999,4.74E-11,0,0,0,0,0,0,0
1,10,4.751653484,38,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,4.98E-10,0.999999999,3.32E-11,0,0,0,0,0,0,0
1,10,4.751653484,39,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,3.70E-10,1,2.47E-11,0,0,0,0,0,0,0
1,10,4.751653484,40,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.88E-10,1,1.92E-11,0,0,0,0,0,0,0
1,10,4.751653484,41,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.32E-10,1,1.55E-11,0,0,0,0,0,0,0
1,10,4.751653484,42,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.92E-10,1,1.28E-11,0,0,0,0,0,0,0
1,10,4.751653484,43,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.62E-10,1,1.08E-11,0,0,0,0,0,0,0
1,10,4.751653484,44,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.40E-10,1,9.30E-12,0,0,0,0,0,0,0
1,10,4.751653484,45,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.22E-10,1,8.12E-12,0,0,0,0,0,0,0
1,10,4.751653484,46,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.56E-09,0.999999998,5.25E-10,0,0,0,0,0,0,0
1,10,4.751653484,47,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.39E-10,0.999999999,1.47E-10,0,0,0,0,0,0,0
1,10,4.751653484,48,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.15E-10,1,7.22E-11,0,0,0,0,0,0,0
1,10,4.751653484,49,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.32E-10,1,4.43E-11,0,0,0,0,0,0,0
1,10,4.751653484,50,devaluation_injection,3,unpaired,normal,homecage,NaN,1,9.12E-11,1,3.06E-11,0,0,0,0,0,0,0
1,10,4.751653484,51,devaluation_injection,3,unpaired,normal,homecage,NaN,1,6.79E-11,1,2.28E-11,0,0,0,0,0,0,0
1,10,4.751653484,52,devaluation_injection,3,unpaired,normal,homecage,NaN,1,5.32E-11,1,1.78E-11,0,0,0,0,0,0,0
1,10,4.751653484,53,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.32E-11,1,1.45E-11,0,0,0,0,0,0,0
1,10,4.751653484,54,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.60E-11,1,1.21E-11,0,0,0,0,0,0,0
1,10,4.751653484,55,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.07E-11,1,1.03E-11,0,0,0,0,0,0,0
1,10,4.751653484,56,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.66E-11,1,8.93E-12,0,0,0,0,0,0,0
1,10,4.751653484,57,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.34E-11,1,7.84E-12,0,0,0,0,0,0,0
1,10,4.751653484,58,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.08E-11,1,6.97E-12,0,0,0,0,0,0,0
1,10,4.751653484,59,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.87E-11,1,6.26E-12,0,0,0,0,0,0,0
1,10,4.751653484,60,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.69E-11,1,5.67E-12,0,0,0,0,0,0,0
1,10,4.751653484,61,lever_test,4,unpaired,normal,homecage,1,NaN,1,1.94E-10,6.50E-11,0,0,0,0,0,0,0
1,10,4.751653484,62,consumption_test,5,unpaired,normal,homecage,NaN,1,0.059494208,0.940505647,1.45E-07,0,0,0,0,0,0,0
2,10,4.700464011,1,acquisition,1,unpaired,normal,homecage,1,1,1,0,0,0,0,0,0,0,0,0
2,10,4.700464011,2,acquisition,1,unpaired,normal,homecage,0,NaN,0.99999999,1.04E-08,0,0,0,0,0,0,0,0
2,10,4.700464011,3,acquisition,1,unpaired,normal,homecage,1,1,0.999999999,6.64E-10,0,0,0,0,0,0,0,0
2,10,4.700464011,4,acquisition,1,unpaired,normal,homecage,1,1,1,1.47E-10,0,0,0,0,0,0,0,0
2,10,4.700464011,5,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.27E-10,0,0,0,0,0,0,0,0
2,10,4.700464011,6,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.07E-10,0,0,0,0,0,0,0,0
2,10,4.700464011,7,acquisition,1,unpaired,normal,homecage,0,NaN,1,6.22E-11,0,0,0,0,0,0,0,0
2,10,4.700464011,8,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.09E-11,0,0,0,0,0,0,0,0
2,10,4.700464011,9,acquisition,1,unpaired,normal,homecage,1,1,1,1.34E-11,0,0,0,0,0,0,0,0
2,10,4.700464011,10,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.35E-11,0,0,0,0,0,0,0,0
2,10,4.700464011,11,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.82E-11,0,0,0,0,0,0,0,0
2,10,4.700464011,12,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.47E-11,0,0,0,0,0,0,0,0
2,10,4.700464011,13,acquisition,1,unpaired,normal,homecage,1,1,1,5.21E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,14,acquisition,1,unpaired,normal,homecage,1,1,1,3.84E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,15,acquisition,1,unpaired,normal,homecage,1,1,1,2.98E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,16,acquisition,1,unpaired,normal,homecage,0,NaN,1,8.50E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,17,acquisition,1,unpaired,normal,homecage,1,1,1,2.18E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,18,acquisition,1,unpaired,normal,homecage,1,1,1,1.82E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,19,acquisition,1,unpaired,normal,homecage,1,1,1,1.55E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,20,acquisition,1,unpaired,normal,homecage,1,1,1,1.35E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,21,acquisition,1,unpaired,normal,homecage,1,1,1,1.19E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,22,acquisition,1,unpaired,normal,homecage,1,1,1,1.06E-12,0,0,0,0,0,0,0,0
2,10,4.700464011,23,acquisition,1,unpaired,normal,homecage,1,1,1,9.52E-13,0,0,0,0,0,0,0,0
2,10,4.700464011,24,acquisition,1,unpaired,normal,homecage,1,1,1,8.63E-13,0,0,0,0,0,0,0,0
2,10,4.700464011,25,acquisition,1,unpaired,normal,homecage,1,1,1,7.88E-13,0,0,0,0,0,0,0,0
2,10,4.700464011,26,acquisition,1,unpaired,normal,homecage,1,1,1,7.25E-13,0,0,0,0,0,0,0,0
2,10,4.700464011,27,acquisition,1,unpaired,normal,homecage,1,1,1,6.70E-13,0,0,0,0,0,0,0,0
2,10,4.700464011,28,acquisition,1,unpaired,normal,homecage,1,1,1,6.22E-13,0,0,0,0,0,0,0,0
2,10,4.700464011,29,acquisition,1,unpaired,normal,homecage,1,1,1,5.80E-13,0,0,0,0,0,0,0,0
2,10,4.700464011,30,acquisition,1,unpaired,normal,homecage,1,1,1,5.43E-13,0,0,0,0,0,0,0,0
2,10,4.700464011,31,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.935774024,0.064225976,0,0,0,0,0,0,0,0
2,10,4.700464011,32,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.92840926,0.071590739,4.30E-10,0,0,0,0,0,0,0
2,10,4.700464011,33,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.000333331,0.999666668,8.67E-10,0,0,0,0,0,0,0
2,10,4.700464011,34,devaluation_pellet,2,unpaired,normal,homecage,NaN,0,2.22E-09,0.999999997,7.45E-10,0,0,0,0,0,0,0
2,10,4.700464011,35,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.12E-09,0.999999998,1.46E-10,0,0,0,0,0,0,0
2,10,4.700464011,36,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.17E-09,0.999999999,8.03E-11,0,0,0,0,0,0,0
2,10,4.700464011,37,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,7.38E-10,0.999999999,5.07E-11,0,0,0,0,0,0,0
2,10,4.700464011,38,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,5.10E-10,0.999999999,3.50E-11,0,0,0,0,0,0,0
2,10,4.700464011,39,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,3.76E-10,1,2.58E-11,0,0,0,0,0,0,0
2,10,4.700464011,40,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.90E-10,1,1.99E-11,0,0,0,0,0,0,0
2,10,4.700464011,41,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,2.33E-10,1,1.60E-11,0,0,0,0,0,0,0
2,10,4.700464011,42,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.91E-10,1,1.31E-11,0,0,0,0,0,0,0
2,10,4.700464011,43,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.61E-10,1,1.11E-11,0,0,0,0,0,0,0
2,10,4.700464011,44,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.38E-10,1,9.49E-12,0,0,0,0,0,0,0
2,10,4.700464011,45,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,1.20E-10,1,8.26E-12,0,0,0,0,0,0,0
2,10,4.700464011,46,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.56E-09,0.999999998,5.25E-10,0,0,0,0,0,0,0
2,10,4.700464011,47,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.39E-10,0.999999999,1.47E-10,0,0,0,0,0,0,0
2,10,4.700464011,48,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.15E-10,1,7.22E-11,0,0,0,0,0,0,0
2,10,4.700464011,49,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.32E-10,1,4.43E-11,0,0,0,0,0,0,0
2,10,4.700464011,50,devaluation_injection,3,unpaired,normal,homecage,NaN,1,9.12E-11,1,3.06E-11,0,0,0,0,0,0,0
2,10,4.700464011,51,devaluation_injection,3,unpaired,normal,homecage,NaN,1,6.79E-11,1,2.28E-11,0,0,0,0,0,0,0
2,10,4.700464011,52,devaluation_injection,3,unpaired,normal,homecage,NaN,1,5.32E-11,1,1.78E-11,0,0,0,0,0,0,0
2,10,4.700464011,53,devaluation_injection,3,unpaired,normal,homecage,NaN,1,4.32E-11,1,1.45E-11,0,0,0,0,0,0,0
2,10,4.700464011,54,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.60E-11,1,1.21E-11,0,0,0,0,0,0,0
2,10,4.700464011,55,devaluation_injection,3,unpaired,normal,homecage,NaN,1,3.07E-11,1,1.03E-11,0,0,0,0,0,0,0
2,10,4.700464011,56,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.66E-11,1,8.93E-12,0,0,0,0,0,0,0
2,10,4.700464011,57,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.34E-11,1,7.84E-12,0,0,0,0,0,0,0
2,10,4.700464011,58,devaluation_injection,3,unpaired,normal,homecage,NaN,1,2.08E-11,1,6.97E-12,0,0,0,0,0,0,0
2,10,4.700464011,59,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.87E-11,1,6.26E-12,0,0,0,0,0,0,0
2,10,4.700464011,60,devaluation_injection,3,unpaired,normal,homecage,NaN,1,1.69E-11,1,5.67E-12,0,0,0,0,0,0,0
2,10,4.700464011,61,lever_test,4,unpaired,normal,homecage,1,NaN,1,1.64E-10,5.49E-11,0,0,0,0,0,0,0
2,10,4.700464011,62,consumption_test,5,unpaired,normal,homecage,NaN,1,0.058762355,0.941237498,1.47E-07,0,0,0,0,0,0,0
3,10,7.216738605,1,acquisition,1,unpaired,normal,homecage,1,0,1,0,0,0,0,0,0,0,0,0
3,10,7.216738605,2,acquisition,1,unpaired,normal,homecage,0,NaN,0.99999999,1.04E-08,0,0,0,0,0,0,0,0
3,10,7.216738605,3,acquisition,1,unpaired,normal,homecage,1,0,0.999999999,6.64E-10,0,0,0,0,0,0,0,0
3,10,7.216738605,4,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.35E-10,0,0,0,0,0,0,0,0
3,10,7.216738605,5,acquisition,1,unpaired,normal,homecage,1,0,1,7.68E-11,0,0,0,0,0,0,0,0
3,10,7.216738605,6,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.07E-10,0,0,0,0,0,0,0,0
3,10,7.216738605,7,acquisition,1,unpaired,normal,homecage,0,NaN,1,6.22E-11,0,0,0,0,0,0,0,0
3,10,7.216738605,8,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.09E-11,0,0,0,0,0,0,0,0
3,10,7.216738605,9,acquisition,1,unpaired,normal,homecage,1,0,1,1.34E-11,0,0,0,0,0,0,0,0
3,10,7.216738605,10,acquisition,1,unpaired,normal,homecage,1,0,1,8.54E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,11,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.95E-11,0,0,0,0,0,0,0,0
3,10,7.216738605,12,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.55E-11,0,0,0,0,0,0,0,0
3,10,7.216738605,13,acquisition,1,unpaired,normal,homecage,1,1,1,1.43E-11,0,0,0,0,0,0,0,0
3,10,7.216738605,14,acquisition,1,unpaired,normal,homecage,0,NaN,1,1.11E-11,0,0,0,0,0,0,0,0
3,10,7.216738605,15,acquisition,1,unpaired,normal,homecage,0,NaN,1,9.47E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,16,acquisition,1,unpaired,normal,homecage,0,NaN,1,8.20E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,17,acquisition,1,unpaired,normal,homecage,1,0,1,2.59E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,18,acquisition,1,unpaired,normal,homecage,0,NaN,1,6.56E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,19,acquisition,1,unpaired,normal,homecage,0,NaN,1,5.87E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,20,acquisition,1,unpaired,normal,homecage,0,NaN,1,5.30E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,21,acquisition,1,unpaired,normal,homecage,1,0,1,1.65E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,22,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.49E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,23,acquisition,1,unpaired,normal,homecage,0,NaN,1,4.13E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,24,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.82E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,25,acquisition,1,unpaired,normal,homecage,1,0,1,1.16E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,26,acquisition,1,unpaired,normal,homecage,1,1,1,2.27E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,27,acquisition,1,unpaired,normal,homecage,0,NaN,1,3.18E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,28,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.99E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,29,acquisition,1,unpaired,normal,homecage,0,NaN,1,2.81E-12,0,0,0,0,0,0,0,0
3,10,7.216738605,30,acquisition,1,unpaired,normal,homecage,1,0,1,8.02E-13,0,0,0,0,0,0,0,0
3,10,7.216738605,31,devaluation_pellet,2,unpaired,normal,homecage,NaN,0,0.922606184,0.077393816,0,0,0,0,0,0,0,0
3,10,7.216738605,32,devaluation_pellet,2,unpaired,normal,homecage,NaN,1,0.925376883,0.074623116,7.61E-10,0,0,0,0,0,0,0
